C00001	O
C12240	COc1cc2c(cc1OC(=O)CC(C)O)[C@@H]1[C@H](OC2=O)[C@@H](OC(C)=O)C=C2CC[NH+](C)[C@H]21
C12241	COc1cc2c(cc1OC)[C@H]1[C@H]3C(=CC[C@H]1O[C@@H]2OC)CC[NH+]3C
C12242	CN1Cc2c(ccc3c2OCO3)[C@H]2[C@@H](O)Cc3cc4c(cc3[C@H]21)OCO4
C12243	c1c2c(cc3c1OCO3)C1CCC[C@@H]3CC[NH+](C2)[C@H]13
C12244	C=CCC[NH3+]
C12245	C=CCCNc1nnc(C(=O)OC)o1
C12246	CC1=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)C(CO)=CC(C)C(=O)c2c(O)c(C)cc3c2C(=O)C=C(NC1=O)C3=O
C12247	CC1=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)C(CO)=CC(C)C(=O)c2c(O)c(C)c(O)c3c2C(=O)C=C(NC1=O)C3=O
C12248	NC(=O)NC1=NC(=O)NC1(O)C(=O)[O-]
C12249	O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc([O-])cc(O)c12
C12250	O=c1c2cc3c(cc2c2cccc4c2n1CC4)OCO3
C12251	COc1cccc(I)c1O
C12252	COc1cc(Br)c(C(=O)N(C)CCc2ccc(O)cc2)cc1O
C12253	Oc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CC[NH2+]C2
C12254	CO[C@H]1C=C[C@@]23c4cc5c(cc4C(=O)N(CCc4ccc(O)cc4)[C@@H]2C(=O)N(C)[C@H]3C1)OCO5
C12255	O=C1N[C@H]2[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@@H]2c2cc3c(cc21)OCO3
C12256	O=C1N[C@H]2[C@H](O)[C@H](O)C[C@H](O)[C@@H]2c2cc3c(cc21)OCO3
C12257	COc1ccc2c(c1OC)CN(C)[C@@H]1c3cc4c(cc3C[C@H](O)[C@H]21)OCO4
C12258	COc1ccc2c(c1OC)C(=O)O[C@]21C=Cc2cc3c(cc2C1=O)OCO3
C12259	COc1ccc([C@@]23CCc4ncccc4[C@@H]2[NH+](C)CC3)cc1OC
C12260	C[NH2+]CC[C@]1(c2ccc(OC)c(OC)c2)CCc2ncccc2C1
C12261	CC1(C)O[C@@H]2C(=O)C[C@@H](O[Si](C)(C)C(C)(C)C)[C@@H]2O1
C12262	COC(=O)N(C)CC[C@@]1(c2ccc(OC)c(OC)c2)C=CC(=O)CC1
C12263	C=CCO/C=C/c1ccc(OC)c(OC)c1
C12264	CO/C=C/c1cc2c(cc1C(=O)[O-])OCO2
C12265	*C1CC(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(=O)[O-])C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C(C)CC)C(=O)O1
C12266	*C1CC(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N1
C12267	*C1CC(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@H](CC(N)=O)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(=O)[O-])C(=O)N[C@H](CO)C(=O)N[C@@H](C(C)O)C(=O)N1
C12268	*C(O)CC(=O)N[C@H]1COC(=O)[C@H]([C@H](O)CCl)NC(=O)[C@H]([C@H](O)C(=O)[O-])NC(=O)C(=CC)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@@H](CC[NH3+])NC(=O)[C@H](CC[NH3+])NC(=O)[C@@H](CO)NC1=O
C12269	C[NH2+][C@H](CC(=O)[O-])C(=O)[O-]
C12270	CC(=O)N[C@@H](CC(=O)[O-])C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-]
C12271	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCc1ccc(O)c(O)c1
C12272	CCCCCCCC/C=C\CCCCCCCC(=O)NCCc1ccc(O)c(O)c1
C12276	CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)[O-].CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)[O-].[Ca+2]
C12277	O.O.[Ca+2]
C12278	O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Cu+2]
C12280	CCCCCCC(C/C=C\CCCCCCCC(=O)OC)OC(C)=O
C12282	*CC(*)OC(C)=O
C12283	O=C1[N-]S(=O)(=O)c2ccccc21
C12284	O=C1[N-]S(=O)(=O)c2ccccc21.[Na+]
C12285	OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl
C12286	CC(=O)/C=C/C1C(C)=CCCC1(C)C
C12287	CC(=O)/C=C/C1=C(C)CCCC1(C)C
C12288	CCCCC/C(C=O)=C/c1ccccc1
C12289	CC(C)CCOC(=O)CC(C)C
C12290	CCOC(=O)CC(C)C
C12292	CCCCCCCC(=O)OCC
C12293	CC(C)CCOC=O
C12294	CC(C)=CCC/C(C)=C/COC=O
C12295	CC(C)=CCCC(C)CCOC=O
C12296	CC(=O)OCCC(C)C
C12297	CC(=O)OC1CCCCC1
C12298	CC(=O)OCCC(C)CCC=C(C)C
C12299	CC(=O)OC/C=C/c1ccccc1
C12300	CC(=O)OC(C)(C)C1CC=C(C)CC1
C12301	C=C(C)C1CCC(C)(OC(C)=O)CC1
C12302	CC(=O)OC1(C)CCC(=C(C)C)CC1
C12303	CC(=O)OCCc1ccccc1
C12304	CCCCOC(C)=O
C12305	COC(=O)c1ccccc1O
C12306	C=CCOC(=O)CCC1CCCCC1
C12307	CCCCCCCCCC=O
C12308	C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12CCC[C@](C)(C(=O)OC1)[C@H]2[C@@H]3C(=O)[O-]
C12309	*OC(C)c1cccc2nc3c(C(=O)[O-])cc4c(c3nc12)C(C)c1cccc2c1N4c1cccc(C(=O)[O-])c1N2
C12310	Cc1cccc(O)c1C(=O)OC(C)c1cccc2nc3c(C(=O)[O-])cc4c(c3nc12)C(C)c1cccc2c1N4c1cccc(C(=O)[O-])c1N2
C12311	Cc1cccc(O)c1C(=O)OC(C)c1cccc2nc3c(C(=O)[O-])cccc3nc12
C12312	O=C1Cc2ccccc2N1
C12313	O[C@H]1CCCC[C@H]1O
C12314	O=C1OCCCCC1O
C12316	O=C1c2c(O)cc(O)cc2O[C@@H](c2ccc(O)c(O)c2)[C@H]1O
C12317	C[C@@H](O)[C@@H]([NH3+])C(=O)[O-]
C12318	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@@H]3C[C@@H]([NH3+])C(=O)[C@@H](C)O3)O2)c(=O)[nH]c1=O
C12319	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@@H]3C[C@](C)([NH3+])C(=O)[C@@H](C)O3)O2)c(=O)[nH]c1=O
C12320	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@@H]3C[C@](C)([NH3+])C(=O)[C@H](C)O3)O2)c(=O)[nH]c1=O
C12321	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@@H]3C[C@](C)([NH3+])[C@@H](O)[C@H](C)O3)O2)c(=O)[nH]c1=O
C12322	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@@H]3C[C@](C)([NH3+])[C@H](O)[C@H](C)O3)O2)c(=O)[nH]c1=O
C12323	[NH3+][C@H](C(=O)[O-])c1ccc(O)cc1
C12324	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)Cc1cc(O)cc(O)c1
C12325	O=C([O-])C(=O)c1cc(O)cc(O)c1
C12326	COc1cc2c(cc1O)C1Cc3ccc(OC)c(O)c3CN1CC2
C12327	C[NH+]1CCc2cc(O)c([O-])cc2C1Cc1ccc(O)c(O)c1
C12328	COc1ccc(CC2c3cc(O)c(OC)cc3CC[NH+]2C)cc1O
C12329	COc1ccc(CC2[NH2+]CCc3cc(OC)c(O)cc32)cc1O
C12330	[O-]c1cc2c(cc1O)CC[NH+]1Cc3c(ccc(O)c3[O-])CC21
C12331	O=c1c(O)ccc2cc3n(cc1-2)CCc1cc(O)c(O)cc1-3
C12332	CC[C@@H](C)C[C@@H](C)/C=C(C)/C=C/C=C/C(=O)c1c(O)c(-c2ccc(O)cc2)c[nH]c1=O
C12333	CC[C@@H](C)C[C@@H](C)/C=C(\C)C=CC=CC(=O)c1c(O)n(O)cc([C@]2(O)CC[C@@H](O)CC2)c1=O
C12334	CC[C@@H](C)C[C@@H](C)C=C(C)C=CC=CC([O-])=C1C(=O)NC(C(O)c2ccc(O)cc2)C1=O
C12335	CC[C@@H](C)C[C@@H](C)C=C(C)C=CC=CC([O-])=C1C(=O)NC(Cc2ccc(O)cc2)C1=O
C12336	COc1cccc2c(-c3ccc4c(c3O)[C@@H](C)[NH2+][C@H](C)C4)c(C)cc(OC)c12
C12337	COc1cc(C)c(-c2ccc([O-])c3c2C[C@@H](C)[NH2+][C@@H]3C)c2cccc(O)c12
C12338	COc1cc(C)cc2c(-c3c(O)cc(O)c4c3C[C@@H](C)[NH2+][C@@H]4C)ccc(O)c12
C12339	COc1cc(CO)c(-c2ccc3c(c2O)[C@@H](C)[NH2+][C@H](C)C3)c2cccc(O)c12
C12340	COc1cc2c(c(OC)c1-c1c(C)cc3cccc(OC)c3c1O)[C@@H](C)[NH+](C)[C@@H](C)C2
C12341	COc1cc(C)cc2ccc(-c3ccc4c(c3[O-])[C@@H](C)[NH2+][C@H](C)[C@@H]4O)c(O)c12
C12342	COc1cc2c(c(OC)c1-c1ccc(OC)c3c(OC)cc(C)cc13)[C@@H](C)[NH+](C)[C@@H](C)C2
C12343	C[C@@H]1CC(=O)c2c(O)cccc2[C@@H]1O
C12344	Cc1cc(O)c2c(O)cccc2c1
C12345	Cc1cc2cc(O)cc(=O)c-2c(C)[nH]1
C12346	Cc1cc2cccc(=O)c-2c(C)[nH]1
C12347	O=P([O-])(O)OP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](O)C[C@@H]1O
C12348	*SC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)C=C(C)O
C12349	*SC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)C=C(O)CC
C12350	*SC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)C=C(O)CCC
C12351	*SC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)C=C(C)O
C12352	*SC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)C=C(O)CC
C12353	*SC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)C=C(O)CCC
C12354	*SC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)C=C(C)O
C12355	*SC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)C=C(O)CC
C12356	*SC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)C=C(O)CCC
C12357	*SC(=O)CC(=O)CC(=O)CC(=O)CC(O)CC(=O)CC(=O)C=C(C)O
C12358	*SC(=O)CC(=O)CC(=O)CC(=O)CC(O)CC(=O)CC(=O)C=C(O)CC
C12359	*SC(=O)CC(=O)CC(=O)CC(=O)CC(O)CC(=O)CC(=O)C=C(O)CCC
C12360	*SC(=O)CC(=O)CC(=O)CC(=O)CC(O)CC(=O)CC(=O)CC(=O)C=C(C)O
C12361	*SC(=O)CC(=O)CC(=O)CC(=O)CC(O)CC(=O)CC(=O)CC(=O)C=C(O)CC
C12362	*SC(=O)CC(=O)CC(=O)CC(=O)CC(O)CC(=O)CC(=O)CC(=O)C=C(O)CCC
C12363	*SC(=O)CC(=O)CC(=O)CC(=O)CC(O)CC(=O)CC(=O)CC(=O)CC(=O)C=C(C)O
C12364	*SC(=O)CC(=O)CC(=O)CC(=O)CC(O)CC(=O)CC(=O)CC(=O)CC(=O)C=C(O)CC
C12365	*SC(=O)CC(=O)CC(=O)CC(=O)CC(O)CC(=O)CC(=O)CC(=O)CC(=O)C=C(O)CCC
C12366	CC(=O)c1c(CC(=O)CC(=O)[O-])cc2cc3cc(O)cc(O)c3c(O)c2c1O
C12367	Cc1c(C(=O)[O-])c(O)cc2cc3c(c(O)c12)C(=O)c1c(O)cc(O)cc1C3
C12368	Cc1c(C(=O)[O-])c(O)cc2cc3c(c(O)c12)C(=O)c1c(O)cc(O)cc1C3=O
C12369	COc1cc(O)c2c(c1)C(=O)c1cc3cc(O)c(C(=O)[O-])c(C)c3c(O)c1C2=O
C12370	COc1cc(O)c2c(c1)C(=O)c1cc3cc(OC)c(C(=O)[O-])c(C)c3c(O)c1C2=O
C12371	COC(=O)c1c(OC)cc2cc3c(c(O)c2c1C)C(=O)c1c(O)cc(OC)cc1C3=O
C12372	CC1(O)CC(O)Cc2cc3c(c(O)c21)C(=O)c1c(O)cc(O)cc1C3=O
C12373	COC(=O)c1c(O)cc2cc3c(c(O)c2c1C)C(=O)c1c(O)cc(O)cc1C3
C12374	Cc1cc(O)cc2cc3c(c(O)c12)C(=O)c1c(O)cc(O)cc1C3
C12375	COC(=O)c1c(O)cc2cc3c(c(O)c2c1C)C(=O)c1c(O)cc(O)cc1C3=O
C12376	Cc1cc(O)cc2cc3c(c(O)c12)C(=O)c1c(O)cc(O)cc1C3=O
C12377	COc1cc(O)c2c(c1)C(=O)c1cc3cc(O)cc(C)c3c(O)c1C2=O
C12378	COC(=O)c1c(O)cc2cc3c(c(O)c2c1C)C(=O)c1c(O)cc(OC)cc1C3=O
C12379	COC(=O)c1c(O)cc2cc3c(c(O)c2c1C)C(=O)[C@]1(O)C(=O)C=C(OC)[C@@H](O)[C@]1(O)C3=O
C12380	COC(=O)c1c(OC)cc2cc3c(c(O)c2c1C)C(=O)[C@]1(OC)C(=O)C=C(OC)[C@@H](O)[C@]1(O)C3=O
C12381	COC(=O)c1c(O[C@@H]2O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]2OC)cc2cc3c(c(O)c2c1C)C(=O)[C@]1(OC)C(=O)C=C(OC)[C@@H](O)[C@]1(O)C3=O
C12382	CC([O-])=C1C(=O)[C@@H](O)[C@@H]2Cc3cc4cc(O)cc(O)c4c(O)c3C(=O)[C@]2(O)C1=O
C12383	CO[C@@H]1C(=O)C(=C(C)[O-])C(=O)[C@@]2(O)C(=O)c3c(cc4cc(O)cc(O)c4c3O)C[C@@H]12
C12384	CO[C@@H]1C(=O)C(C(C)=O)=C([O-])[C@@]2(O[C@H]3C[C@@H](O)[C@H](O)[C@@H](C)O3)C(=O)c3c(cc4cc(O)cc(O)c4c3O)C[C@@H]12
C12385	CO[C@@H]1C(=O)C(=C(C)[O-])C(=O)[C@@]2(O[C@H]3C[C@@H](O[C@H]4C[C@@H](O)[C@@H](O)[C@@H](C)O4)[C@H](O)[C@@H](C)O3)C(=O)c3c(cc4cc(O)cc(O)c4c3O)C[C@@H]12
C12386	CO[C@@H]1C(=O)C(=C(C)[O-])C(=O)[C@@]2(O[C@H]3C[C@@H](O[C@H]4C[C@@H](O[C@H]5C[C@](C)(O)[C@H](O)[C@@H](C)O5)[C@@H](O)[C@@H](C)O4)[C@H](O)[C@@H](C)O3)C(=O)c3c(cc4cc(O)cc(O)c4c3O)C[C@@H]12
C12387	CO[C@@H]1C(=O)C(C(C)=O)=C([O-])[C@@]2(O[C@H]3C[C@@H](O[C@H]4C[C@@H](O[C@H]5C[C@](C)(O)[C@H](O)[C@@H](C)O5)[C@@H](O)[C@@H](C)O4)[C@H](O)[C@@H](C)O3)C(=O)c3c(cc4cc(O)c(C)c(O)c4c3O)C[C@@H]12
C12388	CO[C@@H]1C(=O)C(=C(C)[O-])C(=O)[C@@]2(O[C@H]3C[C@@H](O[C@H]4C[C@@H](O[C@H]5C[C@](C)(O)[C@H](O)[C@@H](C)O5)[C@@H](O)[C@@H](C)O4)[C@H](O)[C@@H](C)O3)C(=O)c3c(cc4cc(O[C@H]5C[C@@H](O[C@H]6C[C@@H](O)[C@H](O)[C@@H](C)O6)[C@H](O)[C@@H](C)O5)c(C)c(O)c4c3O)C[C@@H]12
C12389	CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1
C12390	Cc1cc(O)c2c3c(c(O)cc2c1)C(=O)c1c(O)cccc1C3=O
C12391	Cc1cc2c([O-])c3c(=[OH+])c4c([O-])cccc4c(=O)c-3c-2c(=[OH+])c1
C12392	Cc1cc(O)c2c(c1)C([NH3+])C1=C2C(=O)c2cccc(O)c2C1=O
C12393	Cc1cc(O)c2c3c(=O)c4cccc(O)c4c(=O)c=3c(=[N+]=N)c2c1
C12394	CC(=O)O[C@@H]1c2c(c3c(=O)c4cccc(O)c4c(=O)c=3c2=[N+]=N)[C@H](O)[C@@H](OC(C)=O)[C@]1(C)O
C12395	CC[C@H](C)[C@H]1C(=O)O[C@H]2c3cc(C)cc(O)c3C3=C(C(=O)c4c(O[C@H]5C[C@@H](O)[C@@H](O)[C@H](C)O5)cccc4C3=O)N21
C12396	CC1(O)CC(=O)c2c(ccc3c2C(=O)c2cccc(O)c2C3=O)C1
C12397	Cc1cc(O)c2c3c(ccc2c1)C(=O)c1c(O)cccc1C3=O
C12398	COc1cccc2c1C(=O)c1ccc3cc(C)cc(O)c3c1C2=O
C12399	O=C1c2ccc3cc(CO)cc(O)c3c2C(=O)c2cccc(O)c21
C12400	COc1cccc2c1C(=O)c1ccc3cc(CO)cc(O)c3c1C2=O
C12401	COc1cccc2c1C(=O)C1=C(C2=O)c2c(O)cc(CO)cc2[C@@H](O)[C@@H]1O
C12402	C[C@]1(O)CC(=O)c2c(cc(O)c3c2C(=O)c2cccc(O)c2C3=O)C1
C12403	C[C@H]1O[C@@H](c2ccc3c(c2O)C(=O)c2c(O)cc4c(c2C3=O)C(=O)C[C@](C)(O)C4)C[C@@H](O)[C@@H]1O
C12404	C[C@H]1O[C@@H](c2ccc3c(c2O)C(=O)c2ccc4c(c2C3=O)C(=O)C[C@](C)(O)C4)C[C@@H](O)[C@@H]1O
C12405	C[C@@H]1O[C@@H](O[C@@H]2C[C@H](c3ccc4c(c3O)C(=O)c3ccc5c(c3C4=O)C(=O)C[C@](C)(O)C5)O[C@H](C)[C@H]2O)CC[C@@H]1O
C12406	C[C@@H]1O[C@@H](O[C@@H]2C[C@H](c3ccc4c(c3O)C(=O)c3ccc5c(c3C4=O)C(=O)C[C@](C)(O)C5)O[C@H](C)[C@H]2O)CC[C@@H]1O[C@H]1C[C@@H](O)[C@H](O)[C@@H](C)O1
C12407	C[C@H]1O[C@@H](c2ccc3c(c2O)C(=O)c2cc([O-])c4c(c2C3=O)C(=O)C[C@](C)(O)C4)C[C@@H](O)[C@@H]1O
C12408	C[C@@H]1O[C@@H](O[C@]23C(=O)C[C@](C)(O)C[C@@]2(O)C=CC2=C3C(=O)c3ccc([C@H]4C[C@@H](O)[C@H](O)[C@@H](C)O4)c(O)c3C2=O)CC[C@@H]1O
C12409	C[C@@H]1O[C@@H](O[C@@H]2C[C@H](c3ccc4c(c3O)C(=O)c3cc([O-])c5c(c3C4=O)C(=O)C[C@](C)(O)C5)O[C@H](C)[C@H]2O)CC[C@@H]1O[C@H]1C[C@@H](O)[C@H](O)[C@@H](C)O1
C12410	C[C@H]1O[C@@H](c2ccc3c(c2O)C(=O)C2=C(C3=O)[C@@]3(O)C(=O)C[C@](C)(O)C[C@@]3(O)C[C@H]2O)C[C@@H](O)[C@@H]1O
C12411	C[C@@H]1O[C@@H](O[C@]23C(=O)C[C@](C)(O)C[C@@]2(O)C[C@@H](O)C2=C3C(=O)c3ccc([C@H]4C[C@@H](O[C@H]5CC[C@H](O[C@H]6C[C@@H](O)[C@H](O)[C@@H](C)O6)[C@H](C)O5)[C@H](O)[C@@H](C)O4)c(O)c3C2=O)CC[C@@H]1O
C12412	C[C@H]1O[C@@H](c2ccc3c(c2O)C(=O)C2=C(C3=O)[C@@]3(O)C(=O)C[C@](C)(O)C[C@@]3(O)C=C2)C[C@@H](O)[C@@H]1O
C12413	C[C@@H]1O[C@@H](O[C@]23C(=O)C[C@](C)(O)C[C@@]2(O)C=CC2=C3C(=O)c3ccc([C@H]4C[C@@H](O[C@H]5CC[C@H](O[C@H]6C[C@@H](O)[C@H](O)[C@@H](C)O6)[C@H](C)O5)[C@H](O)[C@@H](C)O4)c(O)c3C2=O)CC[C@@H]1O
C12414	C[C@@H]1O[C@@H](O[C@@H]2C[C@H](c3ccc4c(c3O)C(=O)C3=C(C4=O)[C@@]4(O[C@H]5CC[C@H](O)[C@H](C)O5)C(=O)C[C@](C)(O)C[C@@]4(O)C=C3)O[C@H](C)[C@H]2O)CC[C@@H]1O
C12415	COC(=O)Cc1cc2c(c(O)c1C(=O)CC(C)=O)C(=O)c1c(O)cccc1C2=O
C12416	CC(=O)CC(=O)c1c(CC(=O)[O-])cc2c(c1O)C(=O)c1c(O)cccc1C2=O
C12417	COC(=O)C1c2cc3c(c(O)c2C(=O)C[C@@]1(C)O)C(=O)c1c(O)cccc1C3=O
C12418	COC(=O)Cc1cc2c(c(O)c1C(=O)CC(C)O)C(=O)c1c(O)cccc1C2=O
C12419	COC(=O)[C@@H]1c2cc3c(c(O)c2[C@@H](O)C[C@@]1(C)O)C(=O)c1c(O)cccc1C3=O
C12420	CCC(=O)CC(=O)c1c(CC(=O)[O-])cc2c(c1O)C(=O)c1c(O)cccc1C2
C12421	CCC(=O)CC(=O)c1c(CC(=O)[O-])cc2c(c1O)C(=O)c1c(O)cccc1C2=O
C12422	CCC(=O)CC(=O)c1c(CC(=O)OC)cc2c(c1O)C(=O)c1c(O)cccc1C2=O
C12423	CC[C@@]1(O)CC(=O)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC
C12424	CC[C@@]1(O)C[C@H](O)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC
C12425	CC[C@@]1(O)C[C@H](O)c2c(O)c3c(c(O)c2[C@H]1C(=O)OC)C(=O)c1cccc(O)c1C3=O
C12426	CC[C@@]1(O)C[C@H](O[C@H]2C[C@H]([NH3+])[C@H](O)[C@H](C)O2)c2c(O)c3c(c(O)c2[C@H]1C(=O)OC)C(=O)c1cccc(O)c1C3=O
C12427	CC[C@@]1(O)C[C@H](O[C@H]2C[C@H]([NH3+])[C@H](O)[C@H](C)O2)c2c(O)c3c(c(O)c2[C@H]1C(=O)[O-])C(=O)c1cccc(O)c1C3=O
C12428	CC[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H]([NH3+])[C@H](O)[C@H](C)O2)C1)C(=O)c1c(O)cccc1C3=O
C12429	CC[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H]([NH3+])[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O
C12430	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)O)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@H](O)[C@H](C)O1
C12431	CC(O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H]([NH3+])[C@H](O)[C@H](C)O2)C1)C(=O)c1c(O)cccc1C3=O
C12432	CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H]([NH3+])[C@H](O)[C@H](C)O2)C1)C(=O)c1c(O)cccc1C3=O
C12433	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)([C@H](C)O)C[C@@H]3O[C@H]1C[C@H]([NH3+])[C@H](O)[C@H](C)O1
C12434	CC1=C2C(=O)c3c(O)cccc3C=C2C[C@@H](CC(=O)[O-])O1
C12435	C[C@H]1O[C@H](CC(=O)[O-])CC2=C1C(=O)c1c(O)cccc1C2
C12436	C[C@H]1O[C@H](CC(=O)[O-])CC2=C1C(=O)c1c(O)cccc1C2=O
C12437	C[C@H]1O[C@@H]2CC(=O)O[C@@H]2C2=C1C(=O)c1c(ccc([C@H]3C[C@@H]([NH+](C)C)[C@H](O)[C@@H](C)O3)c1O)C2=O
C12439	*[C@H]1C(=O)OC2c3cc(C)cc(O)c3C3=C(C(=O)c4c(O)cccc4C3=O)N21
C12440	OC[C@@H]1CC[NH+]2CCC[C@@H]12
C12441	*SC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(=O)CC(O)=CC(=O)CC(N)=O
C12442	*SC(=O)CC(=O)CC(=O)CC(=O)CC(O)CC(O)=CC(=O)CC(=O)CC(=O)CC(N)=O
C12443	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@@H]3C[C@H]([NH3+])[C@H](O)[C@H](C)O3)O2)c(=O)[nH]c1=O
C12444	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)O2)c(=O)[nH]c1=O
C12446	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@@H]3C[C@@H](O)[C@@H](O)[C@@H](C)O3)O2)c(=O)[nH]c1=O
C12447	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@@H]3CC[C@H](O)[C@H](C)O3)O2)c(=O)[nH]c1=O
C12448	COC(=O)[C@@H]1C2CCC(C[C@@H]1O)[NH+]2C
C12449	C[NH+]1C2CCC1[C@H](C(=O)[O-])[C@@H](O)C2
C12450	C[NH+]1C2CCC1[C@H](C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C2
C12451	C[C@](O)(CC(=O)[O-])Cc1ccc2c(c1O)C(=O)c1cccc(O)c1C2=O
C12452	CC(=O)OC1CC2CCC(C1)[NH+]2C
C12453	CC(=O)OC1CC2CCC(C1)[NH+]2C
C12454	c1cncc(C2CC[NH2+]C(c3cccnc3)C2)c1
C12455	[NH3+]CCCCC=O
