# cache=data/modelseed_cache_msd/compounds.sqlite params=data/cc_params_msd.npz p_h=7.0 ionic_strength=0.25M p_mg=3.0 T=298.15K
compound_id	name	formula	status	dgf_prime_kJ_per_mol	uncertainty_kJ_per_mol	dgf_prime_kcal_per_mol	uncertainty_kcal_per_mol
cpd45688	2-hydroxy-1-(4-methoxyphenyl)-1-propanone	C10H12O3	ok	161.628	4.034	38.630	0.964
cpd45689	3-methylcyclohexanone	C7H12O	ok	346.666	6.538	82.855	1.563
cpd45690	benzoyl isopropanol	C10H12O2	ok	350.111	3.167	83.679	0.757
cpd45691	methyl 2-methyl-3-oxohexanoate	C8H14O3	ok	156.022	2.702	37.290	0.646
cpd45692	ethyl benzylpyruvate	C12H14O3	compound not in cache				
cpd45693	2-methylpropyl 2-methyl-3-oxobutanoate	C9H16O3	ok	246.869	3.300	59.003	0.789
cpd45694	butyrophenone	C10H12O	compound not in cache				
cpd45695	3-methyl-2,4-pentanedione	C6H10O2	ok	151.012	4.640	36.093	1.109
cpd45696	2-methylcyclopentanone	C6H10O	compound not in cache				
cpd45697	benzylacetone	C10H12O	ok	511.395	2.897	122.226	0.692
cpd45698	1-(1-hydroxycyclohexyl)ethanone	C8H14O2	ok	288.863	6.756	69.040	1.615
cpd45699	2-methylpropyl 2-benzyl-3-oxobutanoate	C15H20O3	compound not in cache				
cpd45700	2-chloroacetophenone	C8H7ClO	compound not in cache				
cpd45701	methyl 2-acetylpentanoate	C8H14O3	ok	156.023	2.702	37.290	0.646
cpd45702	valerophenone	C11H14O	ok	599.969	3.066	143.396	0.733
cpd45703	methyl-2-methylacetoacetate	C6H10O3	ok	-21.124	2.520	-5.049	0.602
cpd45704	decan-4-one	C10H20O	ok	725.916	3.080	173.498	0.736
cpd45705	alpha-pyridoin	C12H10N2O2	ok	476.086	6.321	113.787	1.511
cpd45706	a nascent peptidoglycan with (L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-methionine) tetrapeptide	C94H150N7O27P2RS	compound not in cache				
cpd45707	galactoflavin	C18H22N4O7	ok	186.317	7.924	44.531	1.894
cpd45708	buddlenol C	C32H38O12	ok	-40.810	23.875	-9.754	5.706
cpd45709	buddlenol B	C31H36O11	ok	42.163	17.371	10.077	4.152
cpd45710	mazethramycin	C17H19N3O4	ok	426.825	14.900	102.014	3.561
cpd45711	usabamycin A	C16H20N2O2	ok	748.186	13.797	178.821	3.298
cpd45712	daphnetin 7-<i>O</i>-methyl ether 8-glucoside	C16H18O9	ok	-211.522	100007.838	-50.555	23902.447
cpd45713	umbelliferone glucoside	C15H16O8	ok	-109.903	100006.321	-26.267	23902.084
cpd45714	"6""-<i>O</i>-malonylesculin"	C18H17O12	ok	-748.330	100007.800	-178.855	23902.438
cpd45715	3-hydroxycoumarin glucoside	C15H16O8	ok	-109.903	100006.321	-26.267	23902.084
cpd45716	3-hydroxycoumarin	C9H5O3	ok	179.040	100007.265	42.792	23902.310
cpd45717	magnolioside	C16H18O9	ok	-211.522	100007.838	-50.555	23902.447
cpd45718	daphnetin 7-<i>O</i>-methyl ether	C10H8O4	ok	77.428	100007.500	18.506	23902.366
cpd45719	<i>N</i>-demethylansamitocin P-1	C29H37ClN2O9	compound not in cache				
cpd45720	<i>N</i>-demethylansamitocin P-2	C30H39ClN2O9	compound not in cache				
cpd45721	poly(2,5-ethylene furandicarboxylate)	C8H6O5R2	compound not in cache				
cpd45722	5-(ethoxycarbonyl)furan-2-carboxylate	C8H7O5	ok	-293.113	100003.554	-70.056	23901.423
cpd45723	<i>N</i>-demethylansamitocin P-4	C32H43ClN2O9	compound not in cache				
cpd45724	nicotabaflavonoidglycoside	C47H59O16	ok	500.256	100028.289	119.564	23907.335
cpd45725	(7<i>E</i>)-hexadecenoate	C16H29O2	ok	999.932	5.124	238.990	1.225
cpd45726	quercetin 3-O-beta-D-xylopyranoside	C20H16O11	ok	-791.162	100018.993	-189.092	23905.113
cpd45727	"quercetin 3-<i>O</i>-(6""-<i>O</i>-malonyl)galactoside"	C24H19O15	ok	-1360.181	100025.909	-325.091	23906.766
cpd45728	mertansine	C35H48ClN3O10S	compound not in cache				
cpd45729	ansamitocin P2	C31H41ClN2O9	compound not in cache				
cpd45730	ansamitocin P4	C33H45ClN2O9	compound not in cache				
cpd45731	8-chloro-6-<i>O</i>-glucosyl-2-(2-phenylethyl)chromone	C23H23ClO8	ok	140.968	100007.891	33.692	23902.460
cpd45732	maytansine	C34H46ClN3O10	compound not in cache				
cpd45733	"8-chloro-6-O-(6""-O-malonyl)-beta-D-glucoside-2-(2-phenylethyl)chromone"	C26H24ClO11	ok	-290.389	100008.164	-69.405	23902.525
cpd45734	ansamitocin P1	C30H39ClN2O9	compound not in cache				
cpd45735	2-carboxyarabinitol-1,5-diphosphate	C6H9O13P2	ok	-2461.179	2.127	-588.236	0.508
cpd45736	3beta-hydroxy-4alpha-methyl-5alpha-cholest-7-ene-4beta-carboxylate	C29H47O3	ok	1522.650	200028.795	363.922	47808.029
cpd45737	25-acetylchaxamycin C	C37H46NO12	compound not in cache				
cpd45738	4beta-carboxy-4alpha-methyl-5alpha-cholesta-8-en-3beta-ol	C29H47O3	ok	1515.849	200027.971	362.297	47807.833
cpd45739	3-demethylchaxamycin A	C34H42NO10	compound not in cache				
cpd45740	cholesteryl erucate	C49H86O2	ok	3516.514	200031.187	840.467	47808.601
cpd45741	a peptidoglycan cleavage product 2 (<i>L. plantarum</i>)	C47H76N10O25	ok	-456.187	15.977	-109.031	3.819
cpd45742	cholest-5-en-3beta-yl (13Z,16Z-docosadienoate)	C49H84O2	ok	3513.195	200031.143	839.674	47808.591
cpd45743	chaxamycin A	C35H44NO10	undecomposable				
cpd45744	cholesteryl docosahexaenoate	C49H76O2	ok	3499.920	200031.490	836.501	47808.673
cpd45745	cholesteryl nervonate	C51H90O2	ok	3693.660	200031.515	882.806	47808.679
cpd45746	a peptide cleavage product 1 (<i>L. plantarum</i>)	C27H42N4O17	ok	-671.587	8.182	-160.513	1.956
cpd45747	prochaxamycin	C34H45NO10	ok	600.127	29.998	143.434	7.170
cpd45748	cholesteryl butanoate	C31H52O2	ok	1925.514	200029.035	460.209	47808.087
cpd45749	chaxamycin B	C35H44NO9	undecomposable				
cpd45750	cholesteryl hexanoate	C33H56O2	ok	2102.660	200029.214	502.548	47808.129
cpd45751	cholesteryl decanoate	C37H64O2	ok	2456.953	200029.627	587.226	47808.228
cpd45752	cholesteryl propanoate	C30H50O2	ok	1836.940	200028.953	439.039	47808.067
cpd45753	cholesteryl acetate	C29H48O2	ok	1748.367	200028.876	417.870	47808.049
cpd45754	3-demethylchaxamycin B	C34H42NO9	compound not in cache				
cpd45755	cholesteryl pentanoate	C32H54O2	ok	2014.087	200029.122	481.378	47808.108
cpd45756	4beta-hydroxymethyl-4alpha-methyl-5alpha-cholest-7-en-3beta-ol	C29H50O2	ok	1824.712	200028.873	436.117	47808.048
cpd45757	chaxamycin C	C35H44NO11	undecomposable				
cpd45758	(24E)-4alpha-carboxy-stigmasta-7,24(241)-dien-3beta-ol	C30H47O3	ok	1601.991	200028.580	382.885	47807.978
cpd45759	chaxamycin D	C36H45NO12	undecomposable				
cpd45760	3beta-hydroxy-4alpha-methyl-5alpha-cholest-7-ene-4beta-carbaldehyde	C29H48O2	compound not in cache				
cpd45761	cholesteryl-6-O-tetradecanoyl-alpha-D-glucoside	C47H82O7	ok	2545.695	200030.107	608.436	47808.343
cpd45762	cholesteryl-6-O-phosphatidyl-alpha-D-glucoside	C38H60O13PR2	compound not in cache				
cpd45763	12-dehydrodeoxycholate	C24H37O4	ok	894.393	200030.932	213.765	47808.540
cpd45764	<i>N</i>-(4-aminobutyl)-2-chloro-ethanimidamide	C5H14ClN3	ok	669.513	110202.562	160.017	26339.044
cpd45765	taurohyodeoxycholate	C26H44NO6S	ok	592.536	212163.579	141.620	50708.312
cpd45766	3beta-hydroxy-5-cholenate	C24H37O3	ok	1075.992	200028.060	257.168	47807.854
cpd45767	<i>N</i>-(4-aminobutyl)-2-fluoro-ethanimidamide	C5H13FN3	ok	239.461	116503.182	57.233	27844.929
cpd45768	naphthomycin M	C42H47NO11S	compound not in cache				
cpd45769	glycohyodeoxycholate	C26H42NO5	ok	936.277	200030.984	223.776	47808.553
cpd45770	naphthomycin E	C40H46NO9	compound not in cache				
cpd45771	7beta-hydroxy-3-oxochol-4-enate	C24H35O4	ok	847.681	200027.704	202.601	47807.769
cpd45772	naphthomycin J	C44H53N2O10	compound not in cache				
cpd45773	naphthomycin B	C39H43ClNO10	compound not in cache				
cpd45774	5-dehydroisoavenasterol	C29H46O	compound not in cache				
cpd45775	2-demethylnaphthomycin F	C45H53N2O12	compound not in cache				
cpd45776	26-nor-28-homocastasterone	C28H48O5	ok	1221.994	200030.883	292.064	47808.528
cpd45777	naphthomycin F	C46H55N2O12	compound not in cache				
cpd45778	26-nor-28-homotyphasterol	C28H48O4	ok	1389.901	200031.231	332.194	47808.612
cpd45779	28-homotyphasterol	C29H50O4	ok	1480.747	200031.380	353.907	47808.647
cpd45780	pronaphthomycin	C40H49NO10	ok	962.978	31.870	230.157	7.617
cpd45781	demethylnaphthomycin J	C43H51N2O10	compound not in cache				
cpd45782	chondrillasterol	C29H48O	compound not in cache				
cpd45783	actamycin	C39H44NO11	compound not in cache				
cpd45784	4beta-hydroxymethyl-4alpha-methyl-5alpha-cholesta-8-en-3beta-ol	C29H50O2	compound not in cache				
cpd45785	naphthoquinomycin A	C40H46NO10	compound not in cache				
cpd45786	22-dehydrocholesterol	C27H44O	ok	1798.761	200028.441	429.914	47807.945
cpd45787	naphthomycin I	C45H52N2O12	compound not in cache				
cpd45788	24-ethylcoprostanol	C29H52O	ok	2028.212	200031.932	484.754	47808.779
cpd45789	4alpha-formyl-5alpha-cholest-7-en-3beta-ol	C28H46O2	compound not in cache				
cpd45790	<i>N,O</i>-bisacetyl-L-serine	C7H10NO5	ok	-382.320	2.704	-91.377	0.646
cpd45791	naphthomycin D	C39H43NO10	compound not in cache				
cpd45792	naphthomycin L	C40H47N2O9	compound not in cache				
cpd45793	26-nor-28-homoteasterone	C28H48O4	ok	1389.901	200031.231	332.194	47808.612
cpd45794	3beta,14beta-dihydroxy-5beta-pregnane-20-one-21-O-malonylhemiester	C24H35O7	ok	368.473	200025.608	88.067	47807.268
cpd45795	naphthomycin A	C40H45ClNO9	compound not in cache				
cpd45796	dictyosterol	C29H50O	ok	2024.893	200031.836	483.961	47808.756
cpd45797	naphthomycin C	C39H44NO10	compound not in cache				
cpd45798	4beta-formyl-4alpha-methyl-5alpha-cholesta-8-en-3beta-ol	C29H48O2	compound not in cache				
cpd45799	naphthoquinomycin B	C40H46NO9S	compound not in cache				
cpd45800	demethylnaphthomycin I	C44H50N2O12	compound not in cache				
cpd45801	24-delta22-ethylcoprostanol	C29H50O	compound not in cache				
cpd45802	naphthomycin H	C39H43ClNO9	compound not in cache				
cpd45803	6-oxocholestanol	C27H46O2	compound not in cache				
cpd45804	4-methylcholesta-8(14)-en-3-ol	C28H48O	compound not in cache				
cpd45805	bryostatin 16	C42H62O14	ok	887.085	36.179	212.018	8.647
cpd45806	bryostatin 0	C37H56O14	ok	565.623	32.730	135.187	7.823
cpd45807	bryostatin 13	C42H64O15	ok	777.630	33.604	185.858	8.032
cpd45808	neospongosterol	C28H48O	compound not in cache				
cpd45809	bryostatin 10	C42H64O15	ok	780.843	33.966	186.626	8.118
cpd45810	(E)-3beta,14beta,21-trihydroxy-23-nor-5-beta-chol-20(22)-enate	C23H35O5	ok	718.908	200025.628	171.823	47807.272
cpd45811	tris(2-carboxyethyl)phosphine	C9H13O6P	undecomposable				
cpd45812	bryostatin 7	C41H60O17	ok	290.290	33.763	69.381	8.069
cpd45813	28-homoteasterone	C29H50O4	ok	1480.747	200031.380	353.907	47808.647
cpd45814	16alpha,22,26-trihydroxycholesterol	C27H46O4	compound not in cache				
cpd45815	bryostatin 4	C47H72O17	ok	824.943	34.417	197.166	8.226
cpd45816	bryostatin 17	C42H64O14	ok	915.502	38.918	218.810	9.302
cpd45817	4beta-carboxycyclolaudenol	C31H49O3	compound not in cache				
cpd45818	bryostatin 3	C46H64O17	ok	650.217	40.430	155.406	9.663
cpd45819	bryostatin 14	C42H64O16	ok	612.936	33.436	146.495	7.991
cpd45820	bryostatin 11	C39H58O15	ok	511.910	33.460	122.349	7.997
cpd45821	<i>N</i>-hydroxy-L-leucine	C6H12NO3	ok	190.947	100005.396	45.637	23901.863
cpd45822	bryostatin 8	C47H72O17	ok	821.729	34.070	196.398	8.143
cpd45823	bryostatin 5	C44H66O17	ok	559.223	34.270	133.657	8.191
cpd45824	bryostatin 18	C42H64O15	ok	780.843	33.966	186.626	8.118
cpd45825	<i>N</i>,<i>N</i>-dihydroxy-L-leucine	C6H12NO4	ok	201.151	200010.961	48.076	47803.767
cpd45826	bryostatin 19	C46H68O17	ok	660.069	40.379	157.760	9.651
cpd45827	ethyl ferulate	C12H14O4	ok	97.540	5.039	23.313	1.204
cpd45828	bryostatin 15	C47H68O18	ok	655.516	34.400	156.672	8.222
cpd45829	guaiacol O-beta-D-glucopyranoside	C13H18O7	ok	-227.122	6.557	-54.283	1.567
cpd45830	bryostatin 12	C50H74O17	ok	1080.811	34.652	258.320	8.282
cpd45831	bryostatin 9	C44H66O17	ok	556.009	33.897	132.889	8.102
cpd45832	bryostatin 6	C44H66O17	ok	556.009	33.897	132.889	8.102
cpd45833	bryostatin 20	C41H60O15	ok	615.969	40.096	147.220	9.583
cpd45834	ethyl ferulate-4-glucoside	C18H24O9	ok	-191.405	7.373	-45.747	1.762
cpd45835	glucobarbarin	C15H20NO10S2	ok	-1025.016	92590.264	-244.985	22129.604
cpd45836	feruloyl diketide	C12H11O5	ok	-169.542	4.741	-40.522	1.133
cpd45837	(4<i>R</i>)-4-hydroxy-L-isoleucine	C6H13NO3	ok	27.602	1.848	6.597	0.442
cpd45838	methylsalicylate-2-O-beta-D-glucoside	C14H18O8	ok	-352.187	4.538	-84.175	1.085
cpd45839	potassium gluconate	null	compound not in cache				
cpd45840	sodium bicarbonate	CHNaO3	compound not in cache				
cpd45841	4-phenylhexanoyl-Coa	C33H46N7O17P3S	ok	-1184.729	8.864	-283.157	2.118
cpd45842	5-phenylpentanoyl-CoA	C32H44N7O17P3S	ok	-1273.302	8.716	-304.326	2.083
cpd45843	5-phenylheptanoyl-CoA	C34H48N7O17P3S	ok	-1096.155	9.025	-261.987	2.157
cpd45844	8-phenyloctanoyl-CoA	C35H50N7O17P3S	ok	-1007.582	9.200	-240.818	2.199
cpd45845	8-phenyldecanoyl-CoA	C37H54N7O17P3S	ok	-830.435	9.585	-198.479	2.291
cpd45846	4-phenylbutanoyl-Coa	C31H42N7O17P3S	ok	-1361.875	8.583	-325.496	2.051
cpd45847	histamine dihydrochloride	null	compound not in cache				
cpd45848	sodium stibogluconate	C12H35Na3O26Sb2	compound not in cache				
cpd45849	marinoloyl-CoA A	C46H72N7O24P3S	ok	-1050.661	12.451	-251.114	2.976
cpd45850	histidine HCl	null	compound not in cache				
cpd45851	butylmalonyl-CoA	C28H41N7O19P3S	ok	-1875.359	8.116	-448.222	1.940
cpd45852	hexylmalonyl-CoA	C30H45N7O19P3S	ok	-1698.213	8.404	-405.883	2.008
cpd45853	beta-citryl-L-glutamine	C11H13N2O9	ok	-922.510	3.514	-220.485	0.840
cpd45854	alpha-D-galactose 1-phosphate dipotassium salt pentahydrate	null	compound not in cache				
cpd45855	2,3,5-triphenyltetrazolium chloride	C19H15ClN4	compound not in cache				
cpd45856	pyridoxamine hydrochloride	null	compound not in cache				
cpd45857	uridine-5'-diphosphoglucose disodium salt	null	compound not in cache				
cpd45858	(24E)-4alpha-formyl-stigmasta-7,24(241)-dien-3beta-ol	C30H48O2	compound not in cache				
cpd45859	7-oxolithocholate methyl ester	C25H40O4	compound not in cache				
cpd45860	spermine phosphate	null	compound not in cache				
cpd45861	4alpha-carboxy-ergosta-8,25(27)-dienol	C29H45O3	ok	1508.740	200027.602	360.598	47807.744
cpd45862	ammonium carbonate	null	compound not in cache				
cpd45863	6,7-dioxolithocholate	C24H35O5	ok	666.079	200030.659	159.197	47808.475
cpd45864	ursodeoxycholate methyl ester	C25H42O4	compound not in cache				
cpd45865	4alpha-methyl ergosta-8,25(27)-dienol	C29H48O	compound not in cache				
cpd45866	disodium cytidine 5'-triphosphate	null	compound not in cache				
cpd45867	almotriptan malate	C21H31N3O7S	compound not in cache				
cpd45868	4alpha-methyl ergosta-8,14,25(27)-trienol	C29H46O	compound not in cache				
cpd45869	sodium fumarate	null	compound not in cache				
cpd45870	sodium lactate	null	compound not in cache				
cpd45871	ammonium acetate	null	compound not in cache				
cpd45872	meglumine antimonate	null	compound not in cache				
cpd45873	lysine-HCl	null	compound not in cache				
cpd45874	aleuritate	C16H31O5	ok	528.075	4.400	126.213	1.052
cpd45875	DL-normetanephrine hydrochloride	null	compound not in cache				
cpd45876	L-glycerate	C3H5O4	ok	-463.797	0.960	-110.850	0.230
cpd45877	2-(4-methylphenoxy)triethylamine hydrochloride	null	compound not in cache				
cpd45878	cysteine hydrochloride	null	compound not in cache				
cpd45879	AMO-1618	C19H31N2O2	compound not in cache				
cpd45880	Und-PP-[beta-D-GlcNAc-(1->4)]-MurNAc-L-Ala-gamma-D-iGln-(6-N-beta-D-Asn)-L-Lys	C92H151N9O25P2	ok	3073.967	33.677	734.696	8.049
cpd45881	5-oxo-15(<i>S</i>)-HETE	C20H29O4	ok	980.708	7.419	234.395	1.773
cpd45882	uridine 5'-diphosphogalactose disodium salt	null	compound not in cache				
cpd45883	2,3,4,5-tetranor-thromboxane B<sub>1</sub>	C16H27O6	ok	327.646	4.126	78.309	0.986
cpd45884	Und-PP-[beta-D-GlcNAc-(1->4)]-MurNAc-L-Ala-gamma-D-Glu-meso-DAP-D-Ala-D-Lac	C95H151N7O29P2	ok	2442.663	34.026	583.810	8.132
cpd45885	ferric nitrilotriacetate	null	compound not in cache				
cpd45886	sodium thioglycolate	null	compound not in cache				
cpd45887	Und-PP-[beta-D-GlcNAc-(1->4)]-MurNAc-L-Ala-gamma-D-iGln-L-Lys	C88H145N7O23P2	ok	3123.789	32.612	746.604	7.794
cpd45888	D-fructose 6-phosphate disodium salt hydrate	null	compound not in cache				
cpd45889	zinc acetate	null	compound not in cache				
cpd45890	sodium succinate	null	compound not in cache				
cpd45891	potassium acetate	null	compound not in cache				
cpd45892	guanine HCl	null	compound not in cache				
cpd45893	palmitoyl-DL-carnitine chloride	null	compound not in cache				
cpd45894	acid fuchsin	C20H17N3Na2O9S3	compound not in cache				
cpd45895	arginine HCl	null	compound not in cache				
cpd45896	glycolyl-CoA	C23H34N7O18P3S	ok	-2011.971	7.528	-480.873	1.799
cpd45897	trisodium 2-methylcitrate, racemic mixture	null	compound not in cache				
cpd45898	diammonium tartrate	null	compound not in cache				
cpd45899	pyridoxal hydrochloride	null	compound not in cache				
cpd45900	inosine 5'-triphosphate trisodium salt	null	compound not in cache				
cpd45901	(2E)-phenyloct-2-enoyl-CoA	C35H48N7O17P3S	ok	-1010.901	9.676	-241.611	2.313
cpd45902	sodium pantothenate	null	compound not in cache				
cpd45903	sodium metavanadate	null	compound not in cache				
cpd45904	2,6-dihydroxypyridine hydrochloride	null	compound not in cache				
cpd45905	(2<i>R</i>)-2,4-dihydroxybutanoyl-CoA	C25H38N7O19P3S	ok	-1994.400	7.597	-476.673	1.816
cpd45906	sodium glutamate	null	compound not in cache				
cpd45907	pyridoxamine dihydrochloride	null	compound not in cache				
cpd45908	3-amino-2,4-dihydroxybenzoyl-CoA	C28H37N8O19P3S	ok	-1989.092	9.987	-475.405	2.387
cpd45909	21-<i>epi</i>-vomilenine	C21H22N2O3	compound not in cache				
cpd45910	1,17-dioxo-2,3-seco-androstan-3-oyl-CoA	C40H58N7O19P3S	ok	-1108.702	100026.217	-264.986	23906.840
cpd45911	(20alphaS)-19,20--dihydrovomilenine	C21H24N2O3	compound not in cache				
cpd45912	1''-<i>O</i>-acetyl-ADP-ribose	C17H23N5O15P2	ok	-1657.563	4.135	-396.167	0.988
cpd45913	D-glyceroyl-CoA	C24H36N7O19P3S	ok	-2082.973	7.518	-497.843	1.797
cpd45914	Nbeta-methylajmaline	C21H29N2O2	compound not in cache				
cpd45915	4-guanidinobutanoyl-CoA	C26H42N10O17P3S	ok	-1463.248	9.223	-349.725	2.204
cpd45916	1,17-dioxo-2,3-seco-androsta-4-en-3-oyl-CoA	C40H56N7O19P3S	ok	-1152.646	100026.001	-275.489	23906.788
cpd45917	24-methylenecholesta-1,4-dien-3-one	C28H42O	ok	1788.490	200028.104	427.459	47807.864
cpd45918	cyclohex-2-ene-1-carbonyl-CoA	C28H40N7O17P3S	ok	-1542.194	10.950	-368.593	2.617
cpd45919	(5<i>R</i>)-5-hydroxycyclohexa-1,3-diene-1-carbonyl-CoA	C28H38N7O18P3S	ok	-1772.340	10.802	-423.599	2.582
cpd45920	4-hydroxy-1,17-dioxo-2,3-seco-androstan-3-oyl-CoA	C40H58N7O20P3S	ok	-1268.278	100026.128	-303.126	23906.818
cpd45921	CMP-beta-7-acetamido-3,5,7,9-tetradeoxy-5[(R)-3-hydroxybutanoylamino]-L-glycero-D-galacto-non-2-ulosonate	C25H38N5O16P	ok	-672.221	70718.522	-160.665	16902.132
cpd45922	(12<i>Z</i>)-10-hydroxyoctadec-12-enoate	C18H33O3	ok	1017.502	5.485	243.189	1.311
cpd45923	(7E,9E,11Z,13E,15S)-(5S,6S)-5,6-epoxyicosa-15-hydroxy-7,9,11,13-tetraenoate	C20H29O4	ok	993.515	8.191	237.456	1.958
cpd45924	2-deoxy-3-dehydro-D-ribonate	C5H7O5	ok	-490.644	0.946	-117.267	0.226
cpd45925	methyl 2-pentafluorobenzamido-4H,5H,6H,7H,8H-cyclohepta[b]thiophene-3-carboxylate	C18H14F5NO3S	ok	-595.243	100026.207	-142.267	23906.837
cpd45926	(3<i>E</i>)-non-3-enate	C9H15O2	ok	379.913	2.603	90.801	0.622
cpd45927	(3<i>E</i>)-hex-3-enoate	C6H9O2	ok	114.199	1.674	27.294	0.400
cpd45928	UDP-2-acetamido-4-formamido-2,4,6-trideoxy-alpha-D-galactose	C18H26N4O16P2	ok	-1857.020	7.602	-443.838	1.817
cpd45929	ethyl 5-carbamoyl-4-methyl-2-pentafluorobenzamidothiophene-3-carboxylate	C16H11F5N2O4S	ok	-875.174	100022.759	-209.172	23906.013
cpd45930	palmitelaidate	C16H29O2	ok	999.930	5.124	238.989	1.225
cpd45931	isopropyl 4-ethyl-5-methyl-2-pentafluorobenzamidothiophene-3-carboxylate	C18H16F5NO3S	ok	-488.569	100022.786	-116.771	23906.020
cpd45932	9-decynoate	C10H15O2	ok	278.401	100004.429	66.539	23901.632
cpd45933	(17<i>Z</i>)-hexacosenoate	C26H49O2	ok	1885.664	8.881	450.684	2.123
cpd45934	thiophene	C4H4S	ok	223.322	100002.925	53.375	23901.273
cpd45935	(4<i>S</i>)-HpDHA	C22H31O4	compound not in cache				
cpd45936	9-hydroperoxytraumatin	C12H19O5	compound not in cache				
cpd45937	(7<i>S</i>,17<i>S</i>)-HHpDHA	C22H31O5	compound not in cache				
cpd45938	(5<i>S</i>)-5-hydroperoxyanandamide	C22H37NO4	compound not in cache				
cpd45939	(12<i>S</i>)-hydroperoxyandamide	C22H37NO4	compound not in cache				
cpd45940	(15<i>S</i>)-hydroperoxyanandamide	C22H37NO4	compound not in cache				
cpd45941	(5S,7E,9E,11Z,13E,15S)-15-hydroperoxy-5-hydroxyicosa-7,9,11,13-tetraenoate	C20H31O5	compound not in cache				
